run_id,run_label,approach,model,reasoning,pipeline_version,metric,value,raw_metric,target,task_type,modality,shotset,dataset_key,representation,model_key,pathway,ci_low,ci_high,source_file,extraction_confidence,notes
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,accuracy,0.7317073170731707,dispersion_high_low.accuracy,dispersion_high_low,classification,mri_plus_pathology,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/shotset_high_0_19_low_82_85/mri_plus_pathology/evaluation_metrics_summary.json,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,f1,0.7317073170731707,dispersion_high_low.f1,dispersion_high_low,classification,mri_plus_pathology,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/shotset_high_0_19_low_82_85/mri_plus_pathology/evaluation_metrics_summary.json,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,accuracy,0.6585365853658537,relapse_label.accuracy,relapse,classification,mri_plus_pathology,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/shotset_high_0_19_low_82_85/mri_plus_pathology/evaluation_metrics_summary.json,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,f1,0.391304347826087,relapse_label.f1,relapse,classification,mri_plus_pathology,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/shotset_high_0_19_low_82_85/mri_plus_pathology/evaluation_metrics_summary.json,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,single_token_rate,1.0,needle_retrieval.single_token_rate,needle_retrieval,operational,mri_plus_pathology,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/shotset_high_0_19_low_82_85/mri_plus_pathology/evaluation_metrics_summary.json,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,single_token_failures,0.0,needle_retrieval.single_token_failures,needle_retrieval,operational,mri_plus_pathology,shotset_high_0_19_low_82_85,,,,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/shotset_high_0_19_low_82_85/mri_plus_pathology/evaluation_metrics_summary.json,high,
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,accuracy,0.6585365853658537,relapse_predictor_comparison.llm_relapse_pred.accuracy,relapse,classification,mri_plus_pathology,shotset_high_0_19_low_82_85,,,llm_relapse_pred,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/shotset_high_0_19_low_82_85/mri_plus_pathology/evaluation_metrics_summary.json,high,relapse_predictor=llm_relapse_pred
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,f1,0.391304347826087,relapse_predictor_comparison.llm_relapse_pred.f1,relapse,classification,mri_plus_pathology,shotset_high_0_19_low_82_85,,,llm_relapse_pred,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/shotset_high_0_19_low_82_85/mri_plus_pathology/evaluation_metrics_summary.json,high,relapse_predictor=llm_relapse_pred
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,auroc,0.6523109243697479,relapse_predictor_comparison.llm_relapse_pred.auroc,relapse,classification,mri_plus_pathology,shotset_high_0_19_low_82_85,,,llm_relapse_pred,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/shotset_high_0_19_low_82_85/mri_plus_pathology/evaluation_metrics_summary.json,high,relapse_predictor=llm_relapse_pred
approach1_062326_nano_medium,Approach 1 062326 Nano Medium,approach1,gpt-5-nano,medium/default,new_refactored,auprc,0.241779181184669,relapse_predictor_comparison.llm_relapse_pred.auprc,relapse,classification,mri_plus_pathology,shotset_high_0_19_low_82_85,,,llm_relapse_pred,,,,/Users/lukezhao/projects/onc/sabcs/securegpt_dispersion_approach1_pipeline_062326/shotset_high_0_19_low_82_85/mri_plus_pathology/evaluation_metrics_summary.json,high,relapse_predictor=llm_relapse_pred
